Graphic,Pos,Word,bio,biose,class,sentence_code
0,VERB,evitar,O,O,,8
0,CONJ,que,O,O,,8
0,DET,as,O,O,,8
0,NOUN,ideias,O,O,,8
0,ADJ,reformadoras,O,O,,8
0,VERB,encontrassem,O,O,,8
0,NOUN,divulgação,O,O,,8
0,ADP,em,O,O,,8
3,PNOUN,Portugal,B,S,LOCAL,8
1,.,",",O,O,,8
3,PNOUN,Espanha,B,S,LOCAL,8
0,CONJ,ou,O,O,,8
3,PNOUN,Itália,B,S,LOCAL,8
1,.,",",O,O,,8
0,NOUN,países,O,O,,8
0,ADJ,católicos,O,O,,8
1,.,.,O,O,,8
3,NOUN,Historiadores,O,O,,9
0,VERB,assumem,O,O,,9
0,ADV,geralmente,O,O,,9
0,CONJ,que,O,O,,9
0,DET,a,O,O,,9
0,NOUN,incapacidade,O,O,,9
0,ADP,de,O,O,,9
0,NOUN,reformar,O,O,,9
1,.,(,O,O,,9
0,ADJ,grande,O,O,,9
0,NOUN,número,O,O,,9
0,ADP,de,O,O,,9
0,NOUN,interesses,O,O,,9
0,ADJ,legítimos,O,O,,9
1,.,",",O,O,,9
0,NOUN,falta,O,O,,9
0,ADP,de,O,O,,9
0,NOUN,coordenação,O,O,,9
0,ADP,na,O,O,,9
0,NOUN,coligação,O,O,,9
0,ADP,dos,O,O,,9
0,NOUN,reformadores,O,O,,9
1,.,),O,O,,9
0,AUX,poderia,O,O,,9
0,VERB,levar,O,O,,9
0,ADP,a,O,O,,9
0,DET,uma,O,O,,9
0,ADJ,grande,O,O,,9
0,NOUN,revolta,O,O,,9
0,CONJ,ou,O,O,,9
0,NOUN,revolução,O,O,,9
1,.,",",O,O,,9
0,DET,uma,O,O,,9
0,NOUN,vez,O,O,,9
0,CONJ,que,O,O,,9
0,DET,o,O,O,,9
0,NOUN,sistema,O,O,,9
0,AUX,deverá,O,O,,9
0,VERB,ser,O,O,,9
0,ADV,gradualmente,O,O,,9
0,ADJ,ajustado,O,O,,9
0,CONJ,ou,O,O,,9
0,ADV,então,O,O,,9
1,VERB,desintegrar-se,O,O,,9
1,.,.,O,O,,9
4,DET,O,O,O,,10
0,NOUN,fracasso,O,O,,10
0,ADP,da,O,O,,10
0,NOUN,conciliação,O,O,,10
0,VERB,levou,O,O,,10
0,ADP,à,O,O,,10
3,PNOUN,Reforma,B,B,ACONTECIMENTO,10
3,PNOUN,Protestante,I,E,ACONTECIMENTO,10
0,ADP,do,O,O,,10
0,NOUN,ocidente,O,O,,10
0,ADJ,europeu,O,O,,10
1,.,.,O,O,,10
3,DET,Estes,O,O,,11
0,NOUN,movimentos,O,O,,11
0,ADJ,reformistas,O,O,,11
0,ADJ,frustrados,O,O,,11
0,VERB,variam,O,O,,11
0,ADP,desde,O,O,,11
0,DET,o,O,O,,11
0,NOUN,nominalismo,O,O,,11
1,.,",",O,O,,11
0,DET,a,O,O,,11
0,ADJ,moderna,O,O,,11
0,NOUN,devoção,O,O,,11
1,.,",",O,O,,11
0,ADP,ao,O,O,,11
0,NOUN,humanismo,O,O,,11
1,.,",",O,O,,11
0,CONJ,e,O,O,,11
0,VERB,ocorrem,O,O,,11
0,ADP,em,O,O,,11
0,NOUN,conjunção,O,O,,11
0,ADP,com,O,O,,11
0,DET,o,O,O,,11
0,ADJ,crescente,O,O,,11
0,NOUN,desagrado,O,O,,11
0,ADP,perante,O,O,,11
0,DET,a,O,O,,11
0,NOUN,riqueza,O,O,,11
0,CONJ,e,O,O,,11
0,DET,o,O,O,,11
0,NOUN,poder,O,O,,11
0,ADP,da,O,O,,11
0,NOUN,elite,O,O,,11
0,ADJ,clerical,O,O,,11
1,.,",",O,O,,11
0,VERB,sensibilizando,O,O,,11
0,DET,a,O,O,,11
0,NOUN,população,O,O,,11
0,ADP,para,O,O,,11
0,DET,a,O,O,,11
0,NOUN,corrupção,O,O,,11
0,ADJ,moral,O,O,,11
0,CONJ,e,O,O,,11
0,ADJ,financeira,O,O,,11
0,ADP,da,O,O,,11
3,PNOUN,Igreja,B,S,ORGANIZACAO,11
1,.,.,O,O,,11
4,DET,A,O,O,,13
3,PNOUN,Reforma,O,O,,13
3,PNOUN,Religiosa,O,O,,13
0,CONJ,e,O,O,,13
3,PNOUN,Política,O,O,,13
0,ADP,na,O,O,,13
3,PNOUN,Inglaterra,B,S,LOCAL,13
3,PNOUN,Henrique,B,B,PESSOA,14
4,PNOUN,VIII,I,E,PESSOA,14
4,DET,O,O,O,,14
0,NOUN,curso,O,O,,14
0,ADP,da,O,O,,14
3,NOUN,Reforma,B,S,ACONTECIMENTO,14
0,VERB,foi,O,O,,14
0,ADJ,diferente,O,O,,14
0,ADP,na,O,O,,14
3,PNOUN,Inglaterra,B,S,LOCAL,14
1,.,.,O,O,,14
3,VERB,Tinha,O,O,,15
0,NOUN,havido,O,O,,15
0,ADP,desde,O,O,,15
0,VERB,há,O,O,,15
0,ADV,muito,O,O,,15
0,DET,uma,O,O,,15
0,ADJ,forte,O,O,,15
0,NOUN,corrente,O,O,,15
1,ADJ,anti-clerical,O,O,,15
1,.,",",O,O,,15
0,AUX,tendo,O,O,,15
0,ADP,a,O,O,,15
3,PNOUN,Inglaterra,B,S,PESSOA,15
0,ADV,já,O,O,,15
0,VERB,tido,O,O,,15
0,DET,o,O,O,,15
0,NOUN,movimento,O,O,,15
3,PNOUN,Lollard,B,S,ABSTRACCAO,15
1,.,",",O,O,,15
0,PRON,que,O,O,,15
0,VERB,inspirou,O,O,,15
0,DET,os,O,O,,15
3,NOUN,Hussitas,B,S,PESSOA,15
0,ADP,na,O,O,,15
3,PNOUN,Boémia,B,S,LOCAL,15
1,.,.,O,O,,15
3,CONJ,Mas,O,O,,16
0,ADP,em,B,B,TEMPO,16
0,ADV,cerca,I,I,TEMPO,16
0,ADP,de,I,I,TEMPO,16
2,NUM,1520,I,E,TEMPO,16
1,.,",",O,O,,16
0,ADP,no,O,O,,16
0,ADV,entanto,O,O,,16
1,.,",",O,O,,16
0,DET,os,O,O,,16
3,NOUN,Lollards,B,S,PESSOA,16
0,ADV,não,O,O,,16
0,VERB,eram,O,O,,16
0,ADV,já,O,O,,16
0,DET,uma,O,O,,16
0,NOUN,força,O,O,,16
0,ADJ,activa,O,O,,16
1,.,",",O,O,,16
0,CONJ,ou,O,O,,16
0,ADP,pelo,O,O,,16
0,ADV,menos,O,O,,16
0,NUM,um,O,O,,16
0,NOUN,movimento,O,O,,16
0,ADP,de,O,O,,16
0,NOUN,massas,O,O,,16
1,.,.,O,O,,16
4,DET,O,O,O,,18
0,NOUN,carácter,O,O,,18
0,ADJ,diferente,O,O,,18
0,ADP,da,O,O,,18
3,PNOUN,Reforma,B,B,ABSTRACCAO,18
3,PNOUN,Inglesa,I,E,ABSTRACCAO,18
1,VERB,deve-se,O,O,,18
0,ADP,ao,O,O,,18
0,NOUN,facto,O,O,,18
0,ADP,de,O,O,,18
0,AUX,ter,O,O,,18
0,AUX,sido,O,O,,18
0,VERB,promovida,O,O,,18
0,ADV,inicialmente,O,O,,18
0,ADP,pelas,O,O,,18
0,NOUN,necessidades,O,O,,18
0,ADJ,políticas,O,O,,18
0,ADP,de,O,O,,18
3,PNOUN,Henrique,B,B,PESSOA,18
4,PNOUN,VIII,I,E,PESSOA,18
1,.,.,O,O,,18
3,VERB,Sendo,O,O,,19
0,PRON,este,O,O,,19
0,VERB,casado,O,O,,19
0,ADP,com,O,O,,19
3,PNOUN,Catarina,B,B,PESSOA,19
0,ADP,de,I,I,PESSOA,19
3,PNOUN,Aragão,I,E,PESSOA,19
0,CONJ,e,O,O,,19
0,VERB,estando,O,O,,19
0,ADJ,apaixonado,O,O,,19
0,ADP,por,O,O,,19
3,PNOUN,Ana,B,B,PESSOA,19
3,PNOUN,Bolena,I,E,PESSOA,19
1,.,",",O,O,,19
3,PNOUN,Henrique,B,S,PESSOA,19
0,VERB,solicita,O,O,,19
0,ADP,ao,O,O,,19
3,PNOUN,Papa,B,B,PESSOA,19
3,PNOUN,Clemente,I,I,PESSOA,19
4,PNOUN,VII,I,E,PESSOA,19
0,DET,a,O,O,,19
0,NOUN,anulação,O,O,,19
0,ADP,do,O,O,,19
0,NOUN,casamento,O,O,,19
1,.,.,O,O,,19
3,VERB,Perante,O,O,,20
0,DET,a,O,O,,20
0,NOUN,recusa,O,O,,20
0,ADP,do,O,O,,20
3,ADJ,Papado,B,S,PESSOA,20
1,.,",",O,O,,20
3,PNOUN,Henrique,B,S,PESSOA,20
1,NOUN,faz-se,O,O,,20
0,VERB,proclamar,O,O,,20
1,.,",",O,O,,20
0,ADP,em,B,B,TEMPO,20
2,NUM,1531,I,E,TEMPO,20
1,.,",",O,O,,20
0,NOUN,protector,O,O,,20
0,ADP,da,O,O,,20
3,PNOUN,Igreja,B,S,ORGANIZACAO,20
0,ADJ,inglesa,O,O,,20
1,.,.,O,O,,20
4,DET,O,O,O,,21
1,.,"""",O,O,,21
3,PNOUN,Ato,B,B,OBRA,21
0,ADP,de,I,I,OBRA,21
3,PNOUN,Supremacia,I,E,OBRA,21
1,.,"""",O,O,,21
1,.,",",O,O,,21
0,VERB,votado,O,O,,21
0,ADP,no,O,O,,21
3,PNOUN,Parlamento,B,S,ORGANIZACAO,21
0,ADP,em,B,B,TEMPO,21
3,PNOUN,Novembro,I,I,TEMPO,21
0,ADP,de,I,I,TEMPO,21
2,NUM,1534,I,E,TEMPO,21
1,.,",",O,O,,21
0,VERB,colocou,O,O,,21
3,PNOUN,Henrique,B,S,PESSOA,21
0,CONJ,e,O,O,,21
0,DET,os,O,O,,21
0,DET,seus,O,O,,21
0,NOUN,sucessores,O,O,,21
0,ADP,na,O,O,,21
0,NOUN,liderança,O,O,,21
0,ADP,da,O,O,,21
3,PNOUN,Igreja,B,S,ORGANIZACAO,21
1,.,:,O,O,,21
0,DET,os,O,O,,21
0,NOUN,súbditos,O,O,,21
0,AUX,deveriam,O,O,,21
1,VERB,submeter-se,O,O,,21
0,CONJ,ou,O,O,,21
0,ADV,então,O,O,,21
0,AUX,seriam,O,O,,21
0,VERB,excomungados,O,O,,21
0,CONJ,e,O,O,,21
0,VERB,perseguidos,O,O,,21
1,.,.,O,O,,21
3,ADV,Apesar,O,O,,22
0,ADP,de,O,O,,22
0,DET,uma,O,O,,22
0,NOUN,certa,O,O,,22
0,VERB,deriva,O,O,,22
0,ADP,em,O,O,,22
0,NOUN,direcção,O,O,,22
0,ADP,ao,O,O,,22
0,NOUN,luteranismo,O,O,,22
1,.,",",O,O,,22
3,PNOUN,Henrique,B,S,PESSOA,22
0,VERB,reafirma,O,O,,22
0,DET,a,O,O,,22
0,NOUN,ortodoxia,O,O,,22
0,ADJ,católica,O,O,,22
0,ADV,através,O,O,,22
0,ADP,da,O,O,,22
1,.,"""",O,O,,22
3,PNOUN,Confissão,B,B,OBRA,22
0,ADP,dos,I,I,OBRA,22
3,PNOUN,Seis,I,I,OBRA,22
3,PNOUN,Artigos,I,E,OBRA,22
1,.,"""",O,O,,22
1,.,(,O,O,,22
2,NUM,1539,B,S,TEMPO,22
1,.,),O,O,,22
1,.,.,O,O,,22
3,ADP,Entre,B,B,TEMPO,24
2,NUM,1540,I,I,TEMPO,24
0,CONJ,e,I,I,TEMPO,24
2,NUM,1553,I,E,TEMPO,24
1,.,",",O,O,,24
0,ADP,sob,O,O,,24
3,PNOUN,Thomas,B,B,PESSOA,24
3,PNOUN,Cromwell,I,E,PESSOA,24
1,.,",",O,O,,24
0,DET,a,O,O,,24
0,NOUN,política,O,O,,24
0,VERB,conhecida,O,O,,24
0,ADP,como,O,O,,24
0,DET,a,O,O,,24
0,NOUN,dissolução,O,O,,24
0,ADP,dos,O,O,,24
0,NOUN,mosteiros,O,O,,24
0,AUX,foi,O,O,,24
0,VERB,posta,O,O,,24
0,ADP,em,O,O,,24
0,NOUN,prática,O,O,,24
1,.,.,O,O,,24
4,DET,A,O,O,,25
0,NOUN,veneração,O,O,,25
0,ADP,de,O,O,,25
0,NOUN,santos,O,O,,25
1,.,",",O,O,,25
0,NOUN,locais,O,O,,25
0,ADP,de,O,O,,25
0,NOUN,peregrinação,O,O,,25
0,AUX,foram,O,O,,25
0,VERB,atacados,O,O,,25
1,.,.,O,O,,25
3,NOUN,Enormes,O,O,,26
0,ADJ,extensões,O,O,,26
0,ADP,de,O,O,,26
0,NOUN,terras,O,O,,26
0,CONJ,e,O,O,,26
0,NOUN,propriedades,O,O,,26
0,ADP,da,O,O,,26
3,PNOUN,Igreja,B,S,ORGANIZACAO,26
0,VERB,passaram,O,O,,26
0,ADP,para,O,O,,26
0,DET,as,O,O,,26
0,NOUN,mãos,O,O,,26
0,ADP,da,O,O,,26
0,NOUN,coroa,O,O,,26
0,CONJ,e,O,O,,26
0,ADV,posteriormente,O,O,,26
0,ADP,da,O,O,,26
0,NOUN,nobreza,O,O,,26
0,CONJ,e,O,O,,26
0,ADP,das,O,O,,26
0,NOUN,classes,O,O,,26
0,ADJ,altas,O,O,,26
1,.,.,O,O,,26
3,DET,Os,O,O,,27
0,NOUN,direitos,O,O,,27
0,VERB,adquiridos,O,O,,27
0,VERB,foram,O,O,,27
0,DET,uma,O,O,,27
0,NOUN,força,O,O,,27
0,ADJ,poderosa,O,O,,27
0,ADP,de,O,O,,27
0,NOUN,apoio,O,O,,27
0,ADP,às,O,O,,27
0,NOUN,dissoluções,O,O,,27
1,.,.,O,O,,27
3,VERB,Houve,O,O,,29
0,DET,muitos,O,O,,29
0,NOUN,opositores,O,O,,29
0,ADP,da,O,O,,29
3,NOUN,Reforma,B,B,ABSTRACCAO,29
0,ADP,de,I,I,ABSTRACCAO,29
3,PNOUN,Henrique,I,E,ABSTRACCAO,29
1,.,",",O,O,,29
0,PRON,tais,O,O,,29
0,ADP,como,O,O,,29
3,PNOUN,Thomas,B,B,PESSOA,29
3,PNOUN,More,I,E,PESSOA,29
0,CONJ,e,O,O,,29
0,DET,o,O,O,,29
3,PNOUN,Bispo,B,B,PESSOA,29
3,PNOUN,John,I,I,PESSOA,29
3,PNOUN,Fischer,I,E,PESSOA,29
1,.,",",O,O,,29
0,PRON,que,O,O,,29
0,AUX,foram,O,O,,29
0,VERB,executados,O,O,,29
0,ADP,pela,O,O,,29
0,DET,sua,O,O,,29
0,NOUN,oposição,O,O,,29
1,.,.,O,O,,29
3,CONJ,Mas,O,O,,30
0,ADV,também,O,O,,30
0,VERB,existiu,O,O,,30
0,DET,um,O,O,,30
0,NOUN,partido,O,O,,30
0,ADJ,crescente,O,O,,30
0,ADP,de,O,O,,30
3,NOUN,Protestantes,B,S,PESSOA,30
0,NOUN,genuínos,O,O,,30
0,PRON,que,O,O,,30
0,AUX,estavam,O,O,,30
0,VERB,inspirados,O,O,,30
0,ADP,pelas,O,O,,30
0,NOUN,doutrinas,O,O,,30
0,ADV,então,O,O,,30
0,NOUN,correntes,O,O,,30
0,ADP,no,O,O,,30
0,NOUN,continente,O,O,,30
1,.,.,O,O,,30
3,CONJ,Quando,O,O,,31
3,PNOUN,Henrique,B,S,PESSOA,31
0,AUX,foi,O,O,,31
0,VERB,sucedido,O,O,,31
0,ADP,pelo,O,O,,31
0,DET,seu,O,O,,31
0,NOUN,filho,O,O,,31
3,PNOUN,Eduardo,B,B,PESSOA,31
4,PNOUN,VI,I,E,PESSOA,31
0,ADP,em,B,B,TEMPO,31
2,NUM,1547,I,E,TEMPO,31
1,.,",",O,O,,31
0,DET,os,O,O,,31
0,NOUN,protestantes,O,O,,31
1,VERB,viram-se,O,O,,31
0,ADP,em,O,O,,31
0,NOUN,ascendente,O,O,,31
0,ADP,no,O,O,,31
0,NOUN,governo,O,O,,31
1,.,.,O,O,,31
3,DET,Uma,O,O,,32
0,NOUN,reforma,O,O,,32
0,ADV,mais,O,O,,32
0,ADJ,radical,O,O,,32
0,AUX,foi,O,O,,32
0,VERB,imposta,O,O,,32
1,.,",",O,O,,32
0,ADP,com,O,O,,32
0,DET,a,O,O,,32
0,NOUN,destruição,O,O,,32
0,ADP,de,O,O,,32
0,NOUN,imagens,O,O,,32
0,CONJ,e,O,O,,32
0,DET,o,O,O,,32
0,NOUN,fecho,O,O,,32
0,ADP,de,O,O,,32
0,NOUN,capelas,O,O,,32
1,.,",",O,O,,32
0,ADP,para,O,O,,32
0,ADV,além,O,O,,32
0,ADP,de,O,O,,32
0,AUX,ter,O,O,,32
0,AUX,sido,O,O,,32
0,VERB,revogada,O,O,,32
0,DET,a,O,O,,32
1,.,"""",O,O,,32
3,PNOUN,Confissão,B,B,OBRA,32
0,ADP,dos,I,I,OBRA,32
3,PNOUN,Seis,I,I,OBRA,32
3,PNOUN,Artigos,I,E,OBRA,32
1,.,"""",O,O,,32
1,.,.,O,O,,32
3,ADP,Em,B,B,TEMPO,33
2,NUM,1552,I,E,TEMPO,33
1,.,",",O,O,,33
0,VERB,é,O,O,,33
0,ADJ,redigido,O,O,,33
0,DET,o,O,O,,33
0,ADJ,novo,O,O,,33
1,.,"""",O,O,,33
3,PNOUN,Livro,B,B,OBRA,33
0,ADP,de,I,I,OBRA,33
3,PNOUN,Orações,I,E,OBRA,33
1,.,"""",O,O,,33
0,CONJ,e,O,O,,33
0,VERB,promulgada,O,O,,33
0,DET,a,O,O,,33
1,.,"""",O,O,,33
3,PNOUN,Confissão,B,B,OBRA,33
0,ADP,de,I,I,OBRA,33
3,PNOUN,Fé,I,I,OBRA,33
0,ADP,em,I,I,OBRA,33
3,NUM,Quarenta,I,I,OBRA,33
0,CONJ,e,I,I,OBRA,33
3,NUM,Dois,I,I,OBRA,33
3,PNOUN,Artigos,I,E,OBRA,33
1,.,"""",O,O,,33
1,.,",",O,O,,33
0,PRON,que,O,O,,33
0,VERB,aproximava,O,O,,33
0,ADV,doutrinalmente,O,O,,33
0,DET,a,O,O,,33
3,PNOUN,Igreja,B,B,ABSTRACCAO,33
0,ADP,de,I,I,ABSTRACCAO,33
3,PNOUN,Inglaterra,I,E,ABSTRACCAO,33
0,ADP,do,O,O,,33
0,NOUN,calvinismo,O,O,,33
1,.,.,O,O,,33
1,VERB,Seguiu-se,O,O,,35
0,DET,uma,O,O,,35
0,ADJ,breve,O,O,,35
0,NOUN,reacção,O,O,,35
0,ADJ,católica,O,O,,35
0,ADP,durante,O,O,,35
0,DET,o,O,O,,35
0,NOUN,reinado,O,O,,35
0,ADP,de,O,O,,35
3,PNOUN,Maria,B,B,PESSOA,35
4,PNOUN,I,I,E,PESSOA,35
1,.,(,O,O,,35
1,NUM,1553-1558,B,S,TEMPO,35
1,.,),O,O,,35
1,.,.,O,O,,35
3,ADP,De,O,O,,36
0,NOUN,início,O,O,,36
0,ADJ,moderada,O,O,,36
0,ADP,na,O,O,,36
0,DET,sua,O,O,,36
0,NOUN,política,O,O,,36
0,ADJ,religiosa,O,O,,36
1,.,",",O,O,,36
3,PNOUN,Maria,B,S,PESSOA,36
0,VERB,procura,O,O,,36
0,DET,a,O,O,,36
0,NOUN,reconciliação,O,O,,36
0,ADP,com,O,O,,36
3,PNOUN,Roma,B,S,ORGANIZACAO,36
1,.,",",O,O,,36
0,VERB,consagrada,O,O,,36
0,ADP,em,B,B,TEMPO,36
2,NUM,1554,I,E,TEMPO,36
1,.,",",O,O,,36
0,ADV,quando,O,O,,36
0,DET,o,O,O,,36
3,PNOUN,Parlamento,B,S,ORGANIZACAO,36
0,VERB,vota,O,O,,36
0,DET,o,O,O,,36
0,NOUN,regresso,O,O,,36
0,ADP,à,O,O,,36
0,NOUN,obediência,O,O,,36
0,ADJ,papal,O,O,,36
1,.,.,O,O,,36
3,ADV,Porém,O,O,,37
1,.,",",O,O,,37
0,DET,as,O,O,,37
0,NOUN,perseguições,O,O,,37
0,ADJ,violentas,O,O,,37
0,PRON,que,O,O,,37
0,VERB,move,O,O,,37
0,ADP,aos,O,O,,37
0,ADV,não,O,O,,37
0,ADJ,católicos,O,O,,37
0,CONJ,e,O,O,,37
0,DET,o,O,O,,37
0,DET,seu,O,O,,37
0,NOUN,casamento,O,O,,37
0,ADP,com,O,O,,37
3,PNOUN,Filipe,B,B,PESSOA,37
4,PNOUN,II,I,I,PESSOA,37
0,ADP,de,I,I,PESSOA,37
3,PNOUN,Espanha,I,E,PESSOA,37
1,.,|,O,O,,37
3,PNOUN,Filipe,O,O,,37
4,PNOUN,II,O,O,,37
0,ADP,de,O,O,,37
3,PNOUN,Espanha,O,O,,37
1,.,",",O,O,,37
0,VERB,provocam,O,O,,37
0,DET,um,O,O,,37
0,ADJ,forte,O,O,,37
0,NOUN,descontentamento,O,O,,37
0,ADP,na,O,O,,37
0,NOUN,população,O,O,,37
1,.,.,O,O,,37
3,DET,Um,O,O,,39
0,NOUN,consenso,O,O,,39
0,AUX,começou,O,O,,39
0,ADP,a,O,O,,39
0,VERB,surgir,O,O,,39
0,ADP,durante,O,O,,39
0,DET,o,O,O,,39
0,NOUN,reinado,O,O,,39
0,ADP,de,O,O,,39
3,PNOUN,Isabel,B,B,PESSOA,39
4,PNOUN,I,I,E,PESSOA,39
